citizen,age,Age class,Sex,ISO2,Country,year,count,ISO3,region,sub-region,non_eu_portion
NEU27_2020_FOR,TOTAL,Total,Total,AT,Austria,2017,683575,AUT,Europe,Western Europe,0.07791924302950062
NEU27_2020_FOR,TOTAL,Total,Total,AT,Austria,2018,698133,AUT,Europe,Western Europe,0.07913306183093302
NEU27_2020_FOR,TOTAL,Total,Total,AT,Austria,2019,703443,AUT,Europe,Western Europe,0.07940635132961386
NEU27_2020_FOR,TOTAL,Total,Total,AT,Austria,2020,711778,AUT,Europe,Western Europe,0.07996549625977299
NEU27_2020_FOR,TOTAL,Total,Total,AT,Austria,2021,719393,AUT,Europe,Western Europe,0.08053510128669342
NEU27_2020_FOR,TOTAL,Total,Total,AT,Austria,2022,741486,AUT,Europe,Western Europe,0.08258067304018107
NEU27_2020_FOR,TOTAL,Total,Total,AT,Austria,2023,842568,AUT,Europe,Western Europe,0.09254136182652349
NEU27_2020_FOR,TOTAL,Total,Total,AT,Austria,2024,878376,AUT,Europe,Western Europe,0.09590566398253036
NEU27_2020_FOR,TOTAL,Total,Total,BE,Belgium,2017,477903,BEL,Europe,Western Europe,0.04209958537586395
NEU27_2020_FOR,TOTAL,Total,Total,BE,Belgium,2018,483680,BEL,Europe,Western Europe,0.042433322229619826
NEU27_2020_FOR,TOTAL,Total,Total,BE,Belgium,2019,498570,BEL,Europe,Western Europe,0.04352225333483363
NEU27_2020_FOR,TOTAL,Total,Total,BE,Belgium,2020,515458,BEL,Europe,Western Europe,0.04473514290375997
NEU27_2020_FOR,TOTAL,Total,Total,BE,Belgium,2021,515620,BEL,Europe,Western Europe,0.04462400669784168
NEU27_2020_FOR,TOTAL,Total,Total,BE,Belgium,2022,530091,BEL,Europe,Western Europe,0.045628180566713174
NEU27_2020_FOR,TOTAL,Total,Total,BE,Belgium,2023,606611,BEL,Europe,Western Europe,0.05165814002048575
NEU27_2020_FOR,TOTAL,Total,Total,BE,Belgium,2024,636395,BEL,Europe,Western Europe,0.05385375560966924
NEU27_2020_FOR,TOTAL,Total,Total,BG,Bulgaria,2021,96496,BGR,Europe,Eastern Europe,0.014772546174540352
NEU27_2020_FOR,TOTAL,Total,Total,BG,Bulgaria,2022,52173,BGR,Europe,Eastern Europe,0.008048303705801665
NEU27_2020_FOR,TOTAL,Total,Total,BG,Bulgaria,2023,64554,BGR,Europe,Eastern Europe,0.01001192671506628
NEU27_2020_FOR,TOTAL,Total,Total,BG,Bulgaria,2024,93245,BGR,Europe,Eastern Europe,0.014466724826277512
NEU27_2020_FOR,TOTAL,Total,Total,CH,Switzerland,2017,757523,CHE,Europe,Western Europe,0.08997191061279997
NEU27_2020_FOR,TOTAL,Total,Total,CH,Switzerland,2018,768441,CHE,Europe,Western Europe,0.09057393038531941
NEU27_2020_FOR,TOTAL,Total,Total,CH,Switzerland,2019,775537,CHE,Europe,Western Europe,0.09076418156323925
NEU27_2020_FOR,TOTAL,Total,Total,CH,Switzerland,2020,784483,CHE,Europe,Western Europe,0.09115500719088575
NEU27_2020_FOR,TOTAL,Total,Total,CH,Switzerland,2021,794169,CHE,Europe,Western Europe,0.09159648455070758
NEU27_2020_FOR,TOTAL,Total,Total,CH,Switzerland,2022,804820,CHE,Europe,Western Europe,0.09209740798240855
NEU27_2020_FOR,TOTAL,Total,Total,CH,Switzerland,2023,819380,CHE,Europe,Western Europe,0.09294886156418579
NEU27_2020_FOR,TOTAL,Total,Total,CH,Switzerland,2024,895202,CHE,Europe,Western Europe,0.0998857653952832
NEU27_2020_FOR,TOTAL,Total,Total,CY,Cyprus,2015,63095,CYP,Asia,Western Asia,0.07329417805275276
NEU27_2020_FOR,TOTAL,Total,Total,CY,Cyprus,2016,62217,CYP,Asia,Western Asia,0.07203009155278525
NEU27_2020_FOR,TOTAL,Total,Total,CY,Cyprus,2017,62819,CYP,Asia,Western Asia,0.07221587395014013
NEU27_2020_FOR,TOTAL,Total,Total,CY,Cyprus,2018,64785,CYP,Asia,Western Asia,0.07373654252612961
NEU27_2020_FOR,TOTAL,Total,Total,CY,Cyprus,2019,70027,CYP,Asia,Western Asia,0.0786648752968454
NEU27_2020_FOR,TOTAL,Total,Total,CY,Cyprus,2020,77583,CYP,Asia,Western Asia,0.08597130632991626
NEU27_2020_FOR,TOTAL,Total,Total,CY,Cyprus,2021,100916,CYP,Asia,Western Asia,0.1103539075929822
NEU27_2020_FOR,TOTAL,Total,Total,CY,Cyprus,2022,108900,CYP,Asia,Western Asia,0.11712649661634565
NEU27_2020_FOR,TOTAL,Total,Total,CY,Cyprus,2023,121069,CYP,Asia,Western Asia,0.12756405123255687
NEU27_2020_FOR,TOTAL,Total,Total,CY,Cyprus,2024,133665,CYP,Asia,Western Asia,0.13831730246852897
NEU27_2020_FOR,TOTAL,Total,Total,CZ,Czechia,2017,308872,CZE,Europe,Eastern Europe,0.029197207249957936
NEU27_2020_FOR,TOTAL,Total,Total,CZ,Czechia,2018,302770,CZE,Europe,Eastern Europe,0.028536138596831025
NEU27_2020_FOR,TOTAL,Total,Total,CZ,Czechia,2019,332058,CZE,Europe,Eastern Europe,0.031179740464609664
NEU27_2020_FOR,TOTAL,Total,Total,CZ,Czechia,2020,349980,CZE,Europe,Eastern Europe,0.032726949349533414
NEU27_2020_FOR,TOTAL,Total,Total,CZ,Czechia,2021,326837,CZE,Europe,Eastern Europe,0.031142649584995897
NEU27_2020_FOR,TOTAL,Total,Total,CZ,Czechia,2022,364699,CZE,Europe,Eastern Europe,0.03467806034721705
NEU27_2020_FOR,TOTAL,Total,Total,CZ,Czechia,2023,675033,CZE,Europe,Eastern Europe,0.06234414149340999
NEU27_2020_FOR,TOTAL,Total,Total,CZ,Czechia,2024,755833,CZE,Europe,Eastern Europe,0.06933894650318263
NEU27_2020_FOR,TOTAL,Total,Total,DE,Germany,2017,5320200,DEU,Europe,Western Europe,0.06447035179966645
NEU27_2020_FOR,TOTAL,Total,Total,DE,Germany,2018,5555114,DEU,Europe,Western Europe,0.06709694715638646
NEU27_2020_FOR,TOTAL,Total,Total,DE,Germany,2019,5783895,DEU,Europe,Western Europe,0.0696693547311753
NEU27_2020_FOR,TOTAL,Total,Total,DE,Germany,2020,6009296,DEU,Europe,Western Europe,0.0722560256110164
NEU27_2020_FOR,TOTAL,Total,Total,DE,Germany,2021,6112299,DEU,Europe,Western Europe,0.07350486105885765
NEU27_2020_FOR,TOTAL,Total,Total,DE,Germany,2022,6358798,DEU,Europe,Western Europe,0.07639377352826367
NEU27_2020_FOR,TOTAL,Total,Total,DE,Germany,2023,7111518,DEU,Europe,Western Europe,0.08555878552237124
NEU27_2020_FOR,TOTAL,Total,Total,DE,Germany,2024,7680991,DEU,Europe,Western Europe,0.0920363647714195
NEU27_2020_FOR,TOTAL,Total,Total,DK,Denmark,2017,292546,DNK,Europe,Northern Europe,0.05088845977286616
NEU27_2020_FOR,TOTAL,Total,Total,DK,Denmark,2018,302843,DNK,Europe,Northern Europe,0.05238419771707901
NEU27_2020_FOR,TOTAL,Total,Total,DK,Denmark,2019,311828,DNK,Europe,Northern Europe,0.053707139118451847
NEU27_2020_FOR,TOTAL,Total,Total,DK,Denmark,2020,317024,DNK,Europe,Northern Europe,0.05444563002134897
NEU27_2020_FOR,TOTAL,Total,Total,DK,Denmark,2021,314550,DNK,Europe,Northern Europe,0.053860886345910006
NEU27_2020_FOR,TOTAL,Total,Total,DK,Denmark,2022,317962,DNK,Europe,Northern Europe,0.05413575055078643
NEU27_2020_FOR,TOTAL,Total,Total,DK,Denmark,2023,356763,DNK,Europe,Northern Europe,0.06013548068031609
NEU27_2020_FOR,TOTAL,Total,Total,DK,Denmark,2024,373390,DNK,Europe,Northern Europe,0.06263620258103629
NEU27_2020_FOR,TOTAL,Total,Total,EE,Estonia,2017,180535,EST,Europe,Northern Europe,0.1372227099461477
NEU27_2020_FOR,TOTAL,Total,Total,EE,Estonia,2018,179000,EST,Europe,Northern Europe,0.13569518767250913
NEU27_2020_FOR,TOTAL,Total,Total,EE,Estonia,2019,179100,EST,Europe,Northern Europe,0.1351881765069972
NEU27_2020_FOR,TOTAL,Total,Total,EE,Estonia,2020,179696,EST,Europe,Northern Europe,0.1352138789564296
NEU27_2020_FOR,TOTAL,Total,Total,EE,Estonia,2021,180112,EST,Europe,Northern Europe,0.13541563288493522
NEU27_2020_FOR,TOTAL,Total,Total,EE,Estonia,2022,181102,EST,Europe,Northern Europe,0.1359832887319079
NEU27_2020_FOR,TOTAL,Total,Total,EE,Estonia,2023,213742,EST,Europe,Northern Europe,0.1564862023422194
NEU27_2020_FOR,TOTAL,Total,Total,EE,Estonia,2024,223542,EST,Europe,Northern Europe,0.16261301663578692
NEU27_2020_FOR,TOTAL,Total,Total,EL,Greece,2017,620653,GRC,Europe,Southern Europe,0.0576376184936507
NEU27_2020_FOR,TOTAL,Total,Total,EL,Greece,2018,621202,GRC,Europe,Southern Europe,0.0578337638421903
NEU27_2020_FOR,TOTAL,Total,Total,EL,Greece,2019,634976,GRC,Europe,Southern Europe,0.05920743516843847
NEU27_2020_FOR,TOTAL,Total,Total,EL,Greece,2020,729979,GRC,Europe,Southern Europe,0.06810417252682611
NEU27_2020_FOR,TOTAL,Total,Total,EL,Greece,2021,752935,GRC,Europe,Southern Europe,0.07050856326915282
NEU27_2020_FOR,TOTAL,Total,Total,EL,Greece,2022,632657,GRC,Europe,Southern Europe,0.0604847213832946
NEU27_2020_FOR,TOTAL,Total,Total,EL,Greece,2023,649209,GRC,Europe,Southern Europe,0.06234013079723011
NEU27_2020_FOR,TOTAL,Total,Total,EL,Greece,2024,629136,GRC,Europe,Southern Europe,0.06048965840826404
NEU27_2020_FOR,TOTAL,Total,Total,ES,Spain,2014,3023255,ESP,Europe,Southern Europe,0.06502218783723517
NEU27_2020_FOR,TOTAL,Total,Total,ES,Spain,2015,2849632,ESP,Europe,Southern Europe,0.061380456291019014
NEU27_2020_FOR,TOTAL,Total,Total,ES,Spain,2016,2836565,ESP,Europe,Southern Europe,0.06110799647832981
NEU27_2020_FOR,TOTAL,Total,Total,ES,Spain,2017,2847151,ESP,Europe,Southern Europe,0.061232486733180935
NEU27_2020_FOR,TOTAL,Total,Total,ES,Spain,2018,3005335,ESP,Europe,Southern Europe,0.06442985292979515
NEU27_2020_FOR,TOTAL,Total,Total,ES,Spain,2019,3257680,ESP,Europe,Southern Europe,0.06943207234108878
NEU27_2020_FOR,TOTAL,Total,Total,ES,Spain,2020,3619200,ESP,Europe,Southern Europe,0.07648666840666511
NEU27_2020_FOR,TOTAL,Total,Total,ES,Spain,2021,3771839,ESP,Europe,Southern Europe,0.07957332279511413
NEU27_2020_FOR,TOTAL,Total,Total,ES,Spain,2022,3859102,ESP,Europe,Southern Europe,0.08126676266939876
NEU27_2020_FOR,TOTAL,Total,Total,ES,Spain,2023,4394884,ESP,Europe,Southern Europe,0.09139754612635642
NEU27_2020_FOR,TOTAL,Total,Total,ES,Spain,2024,4773620,ESP,Europe,Southern Europe,0.09818284544977092
NEU27_2020_FOR,TOTAL,Total,Total,FI,Finland,2017,148319,FIN,Europe,Northern Europe,0.02695093504857179
NEU27_2020_FOR,TOTAL,Total,Total,FI,Finland,2018,153009,FIN,Europe,Northern Europe,0.027753562858122336
NEU27_2020_FOR,TOTAL,Total,Total,FI,Finland,2019,159675,FIN,Europe,Northern Europe,0.028937539677548727
NEU27_2020_FOR,TOTAL,Total,Total,FI,Finland,2020,168457,FIN,Europe,Northern Europe,0.03048834342148795
NEU27_2020_FOR,TOTAL,Total,Total,FI,Finland,2021,177233,FIN,Europe,Northern Europe,0.03202739965155907
NEU27_2020_FOR,TOTAL,Total,Total,FI,Finland,2022,190431,FIN,Europe,Northern Europe,0.0343227700454973
NEU27_2020_FOR,TOTAL,Total,Total,FI,Finland,2023,214741,FIN,Europe,Northern Europe,0.03859492412791586
NEU27_2020_FOR,TOTAL,Total,Total,FI,Finland,2024,262151,FIN,Europe,Northern Europe,0.04678050861809138
NEU27_2020_FOR,TOTAL,Total,Total,FR,France,2015,3082641,FRA,Europe,Western Europe,0.0463846926350782
NEU27_2020_FOR,TOTAL,Total,Total,FR,France,2016,3169431,FRA,Europe,Western Europe,0.04756163755514445
NEU27_2020_FOR,TOTAL,Total,Total,FR,France,2017,3195228,FRA,Europe,Western Europe,0.047825726686629405
NEU27_2020_FOR,TOTAL,Total,Total,FR,France,2018,3527215,FRA,Europe,Western Europe,0.05262440265171435
NEU27_2020_FOR,TOTAL,Total,Total,FR,France,2019,3614558,FRA,Europe,Western Europe,0.053715748252081634
NEU27_2020_FOR,TOTAL,Total,Total,FR,France,2020,3744600,FRA,Europe,Western Europe,0.055497219203389486
NEU27_2020_FOR,TOTAL,Total,Total,FR,France,2021,3849752,FRA,Europe,Western Europe,0.05684088876646558
NEU27_2020_FOR,TOTAL,Total,Total,FR,France,2022,3978870,FRA,Europe,Western Europe,0.05843399158337984
NEU27_2020_FOR,TOTAL,Total,Total,FR,France,2023,4086947,FRA,Europe,Western Europe,0.059858143002621225
NEU27_2020_FOR,TOTAL,Total,Total,FR,France,2024,4451597,FRA,Europe,Western Europe,0.0650177963625939
NEU27_2020_FOR,TOTAL,Total,Total,HR,Croatia,2021,18486,HRV,Europe,Southern Europe,0.004748491276451788
NEU27_2020_FOR,TOTAL,Total,Total,HR,Croatia,2022,24590,HRV,Europe,Southern Europe,0.006366664465908311
NEU27_2020_FOR,TOTAL,Total,Total,HR,Croatia,2023,54714,HRV,Europe,Southern Europe,0.014208129333084733
NEU27_2020_FOR,TOTAL,Total,Total,HR,Croatia,2024,95544,HRV,Europe,Southern Europe,0.024739724601478986
NEU27_2020_FOR,TOTAL,Total,Total,HU,Hungary,2014,59480,HUN,Europe,Eastern Europe,0.006038445650486684
NEU27_2020_FOR,TOTAL,Total,Total,HU,Hungary,2015,64821,HUN,Europe,Eastern Europe,0.006603701887292991
NEU27_2020_FOR,TOTAL,Total,Total,HU,Hungary,2016,71062,HUN,Europe,Eastern Europe,0.007266311725611504
NEU27_2020_FOR,TOTAL,Total,Total,HU,Hungary,2017,71414,HUN,Europe,Eastern Europe,0.007332140502678838
NEU27_2020_FOR,TOTAL,Total,Total,HU,Hungary,2018,83418,HUN,Europe,Eastern Europe,0.00858770462817549
NEU27_2020_FOR,TOTAL,Total,Total,HU,Hungary,2019,106145,HUN,Europe,Eastern Europe,0.01094247666457188
NEU27_2020_FOR,TOTAL,Total,Total,HU,Hungary,2020,118534,HUN,Europe,Eastern Europe,0.012233398724541189
NEU27_2020_FOR,TOTAL,Total,Total,HU,Hungary,2021,118400,HUN,Europe,Eastern Europe,0.012267572754011025
NEU27_2020_FOR,TOTAL,Total,Total,HU,Hungary,2022,123251,HUN,Europe,Eastern Europe,0.012824748348222234
NEU27_2020_FOR,TOTAL,Total,Total,HU,Hungary,2023,142320,HUN,Europe,Eastern Europe,0.014825395343875837
NEU27_2020_FOR,TOTAL,Total,Total,HU,Hungary,2024,166171,HUN,Europe,Eastern Europe,0.017337242231752995
NEU27_2020_FOR,TOTAL,Total,Total,IE,Ireland,2017,142157,IRL,Europe,Northern Europe,0.029621243897626187
NEU27_2020_FOR,TOTAL,Total,Total,IE,Ireland,2018,159721,IRL,Europe,Northern Europe,0.0328932830532486
NEU27_2020_FOR,TOTAL,Total,Total,IE,Ireland,2019,182846,IRL,Europe,Northern Europe,0.03701103027724368
NEU27_2020_FOR,TOTAL,Total,Total,IE,Ireland,2020,208335,IRL,Europe,Northern Europe,0.04156226309699557
NEU27_2020_FOR,TOTAL,Total,Total,IE,Ireland,2021,315091,IRL,Europe,Northern Europe,0.06218623523330767
NEU27_2020_FOR,TOTAL,Total,Total,IE,Ireland,2022,322879,IRL,Europe,Northern Europe,0.0626429274173662
NEU27_2020_FOR,TOTAL,Total,Total,IE,Ireland,2023,410785,IRL,Europe,Northern Europe,0.07792719005121035
NEU27_2020_FOR,TOTAL,Total,Total,IE,Ireland,2024,459886,IRL,Europe,Northern Europe,0.08593299936973074
NEU27_2020_FOR,TOTAL,Total,Total,IS,Iceland,2017,5869,ISL,Europe,Northern Europe,0.017345994816003595
NEU27_2020_FOR,TOTAL,Total,Total,IS,Iceland,2018,6733,ISL,Europe,Northern Europe,0.01932271488018367
NEU27_2020_FOR,TOTAL,Total,Total,IS,Iceland,2019,7715,ISL,Europe,Northern Europe,0.021611189077595794
NEU27_2020_FOR,TOTAL,Total,Total,IS,Iceland,2020,8872,ISL,Europe,Northern Europe,0.02436465696694074
NEU27_2020_FOR,TOTAL,Total,Total,IS,Iceland,2021,10148,ISL,Europe,Northern Europe,0.027516865875615523
NEU27_2020_FOR,TOTAL,Total,Total,IS,Iceland,2022,11208,ISL,Europe,Northern Europe,0.02978886266505071
NEU27_2020_FOR,TOTAL,Total,Total,IS,Iceland,2023,15519,ISL,Europe,Northern Europe,0.04002238509585876
NEU27_2020_FOR,TOTAL,Total,Total,IS,Iceland,2024,17689,ISL,Europe,Northern Europe,0.04611710600755539
NEU27_2020_FOR,TOTAL,Total,Total,IT,Italy,2014,3429932,ITA,Europe,Southern Europe,0.05683784704108482
NEU27_2020_FOR,TOTAL,Total,Total,IT,Italy,2015,3462717,ITA,Europe,Southern Europe,0.05742911448262878
NEU27_2020_FOR,TOTAL,Total,Total,IT,Italy,2016,3391669,ITA,Europe,Southern Europe,0.05637399833308158
NEU27_2020_FOR,TOTAL,Total,Total,IT,Italy,2017,3366982,ITA,Europe,Southern Europe,0.05605402151546978
NEU27_2020_FOR,TOTAL,Total,Total,IT,Italy,2018,3420412,ITA,Europe,Southern Europe,0.057066054627425325
NEU27_2020_FOR,TOTAL,Total,Total,IT,Italy,2019,3522728,ITA,Europe,Southern Europe,0.05889207512427179
NEU27_2020_FOR,TOTAL,Total,Total,IT,Italy,2020,3564232,ITA,Europe,Southern Europe,0.05976095029688059
NEU27_2020_FOR,TOTAL,Total,Total,IT,Italy,2021,3764839,ITA,Europe,Southern Europe,0.06355637555695871
NEU27_2020_FOR,TOTAL,Total,Total,IT,Italy,2022,3640764,ITA,Europe,Southern Europe,0.06167636451030866
NEU27_2020_FOR,TOTAL,Total,Total,IT,Italy,2023,3746916,ITA,Europe,Southern Europe,0.06351006380794234
NEU27_2020_FOR,TOTAL,Total,Total,IT,Italy,2024,3863529,ITA,Europe,Southern Europe,0.0655154895022539
NEU27_2020_FOR,TOTAL,Total,Total,LI,Liechtenstein,2017,6109,LIE,Europe,Western Europe,0.16157101295953452
NEU27_2020_FOR,TOTAL,Total,Total,LI,Liechtenstein,2018,6149,LIE,Europe,Western Europe,0.16133179409141
NEU27_2020_FOR,TOTAL,Total,Total,LI,Liechtenstein,2019,6194,LIE,Europe,Western Europe,0.16139454896034186
NEU27_2020_FOR,TOTAL,Total,Total,LI,Liechtenstein,2020,6314,LIE,Europe,Western Europe,0.1629545513201022
NEU27_2020_FOR,TOTAL,Total,Total,LI,Liechtenstein,2021,6398,LIE,Europe,Western Europe,0.16382025348866983
NEU27_2020_FOR,TOTAL,Total,Total,LI,Liechtenstein,2022,6444,LIE,Europe,Western Europe,0.16393609443370305
NEU27_2020_FOR,TOTAL,Total,Total,LI,Liechtenstein,2023,6473,LIE,Europe,Western Europe,0.1631423746755047
NEU27_2020_FOR,TOTAL,Total,Total,LI,Liechtenstein,2024,6488,LIE,Europe,Western Europe,0.1621391978008247
NEU27_2020_FOR,TOTAL,Total,Total,LT,Lithuania,2014,16540,LTU,Europe,Northern Europe,0.005610846097951668
NEU27_2020_FOR,TOTAL,Total,Total,LT,Lithuania,2015,16910,LTU,Europe,Northern Europe,0.0057779490775099395
NEU27_2020_FOR,TOTAL,Total,Total,LT,Lithuania,2016,16347,LTU,Europe,Northern Europe,0.0056455147219565864
NEU27_2020_FOR,TOTAL,Total,Total,LT,Lithuania,2017,16297,LTU,Europe,Northern Europe,0.0057000913231787746
NEU27_2020_FOR,TOTAL,Total,Total,LT,Lithuania,2018,16875,LTU,Europe,Northern Europe,0.005970915009553464
NEU27_2020_FOR,TOTAL,Total,Total,LT,Lithuania,2019,18235,LTU,Europe,Northern Europe,0.0064842472085911386
NEU27_2020_FOR,TOTAL,Total,Total,LT,Lithuania,2020,18719,LTU,Europe,Northern Europe,0.006661620362017198
NEU27_2020_FOR,TOTAL,Total,Total,LT,Lithuania,2021,16624,LTU,Europe,Northern Europe,0.005914412502521559
NEU27_2020_FOR,TOTAL,Total,Total,LT,Lithuania,2022,30591,LTU,Europe,Northern Europe,0.010902003493944044
NEU27_2020_FOR,TOTAL,Total,Total,LT,Lithuania,2023,94447,LTU,Europe,Northern Europe,0.03305487493520934
NEU27_2020_FOR,TOTAL,Total,Total,LT,Lithuania,2024,131513,LTU,Europe,Northern Europe,0.04557102122013617
NEU27_2020_FOR,TOTAL,Total,Total,LU,Luxembourg,2017,46906,LUX,Europe,Western Europe,0.07941191906776576
NEU27_2020_FOR,TOTAL,Total,Total,LU,Luxembourg,2018,49379,LUX,Europe,Western Europe,0.08202423567910566
NEU27_2020_FOR,TOTAL,Total,Total,LU,Luxembourg,2019,50796,LUX,Europe,Western Europe,0.08274392647590627
NEU27_2020_FOR,TOTAL,Total,Total,LU,Luxembourg,2020,53527,LUX,Europe,Western Europe,0.08549164041986367
NEU27_2020_FOR,TOTAL,Total,Total,LU,Luxembourg,2021,54890,LUX,Europe,Western Europe,0.0864777149339089
NEU27_2020_FOR,TOTAL,Total,Total,LU,Luxembourg,2022,57916,LUX,Europe,Western Europe,0.08973701458172256
NEU27_2020_FOR,TOTAL,Total,Total,LU,Luxembourg,2023,67313,LUX,Europe,Western Europe,0.10186453271671542
NEU27_2020_FOR,TOTAL,Total,Total,LU,Luxembourg,2024,71825,LUX,Europe,Western Europe,0.10687448850531954
NEU27_2020_FOR,TOTAL,Total,Total,LV,Latvia,2017,273603,LVA,Europe,Northern Europe,0.14030088466532248
NEU27_2020_FOR,TOTAL,Total,Total,LV,Latvia,2018,266450,LVA,Europe,Northern Europe,0.13774446476104218
NEU27_2020_FOR,TOTAL,Total,Total,LV,Latvia,2019,260333,LVA,Europe,Northern Europe,0.13559236403940067
NEU27_2020_FOR,TOTAL,Total,Total,LV,Latvia,2020,253972,LVA,Europe,Northern Europe,0.1331316917189773
NEU27_2020_FOR,TOTAL,Total,Total,LV,Latvia,2021,245962,LVA,Europe,Northern Europe,0.12991707791422352
NEU27_2020_FOR,TOTAL,Total,Total,LV,Latvia,2022,238253,LVA,Europe,Northern Europe,0.1270169856756499
NEU27_2020_FOR,TOTAL,Total,Total,LV,Latvia,2023,255171,LVA,Europe,Northern Europe,0.135512435422473
NEU27_2020_FOR,TOTAL,Total,Total,LV,Latvia,2024,251201,LVA,Europe,Northern Europe,0.13419702737672567
NEU27_2020_FOR,TOTAL,Total,Total,MT,Malta,2021,74063,MLT,Europe,Southern Europe,0.1434981835795592
NEU27_2020_FOR,TOTAL,Total,Total,MT,Malta,2022,75967,MLT,Europe,Southern Europe,0.146041516877045
NEU27_2020_FOR,TOTAL,Total,Total,MT,Malta,2023,94766,MLT,Europe,Southern Europe,0.17482856779159156
NEU27_2020_FOR,TOTAL,Total,Total,MT,Malta,2024,114670,MLT,Europe,Southern Europe,0.2035165935152269
